stid,scid,group,gender,ethnicity,LEP,Spe.ed,year,scale,sp,stand
910882,Carroll,T,Male,Hispanic,LEP,No,0,1421,no,Approaches
910912,Bussey,C,Female,Hispanic,LEP,No,0,1159,no,Notapproach
910912,Bussey,C,Female,Hispanic,LEP,No,1,1319,no,Notapproach
910912,Bussey,C,Female,Hispanic,LEP,No,2,1402,no,Notapproach
910963,OrangeGrove,C,Female,Hispanic,LEP,Yes,0,1314,no,Notapproach
910963,OrangeGrove,C,Female,Hispanic,LEP,Yes,1,1503,no,Approaches
910963,OrangeGrove,C,Female,Hispanic,LEP,Yes,2,1594,no,Approaches
911625,Carmichael,T,Male,Afamerican,None,Yes,0,1092,no,Notapproach
911625,Carmichael,T,Male,Afamerican,None,Yes,1,1299,no,Notapproach
911625,Carmichael,T,Male,Afamerican,None,Yes,2,1283,no,Notapproach
911638,Carmichael,T,Male,Hispanic,firstyear,No,0,1675,no,Masters
911638,Carmichael,T,Male,Hispanic,firstyear,No,1,1670,no,Masters
911638,Carmichael,T,Male,Hispanic,firstyear,No,2,1770,no,Masters
912402,OrangeGrove,C,Male,Hispanic,LEP,No,0,1559,no,Meets
912402,OrangeGrove,C,Male,Hispanic,LEP,No,1,1643,no,Meets
912402,OrangeGrove,C,Male,Hispanic,LEP,No,2,1688,no,Meets
912680,Bussey,C,Male,Hispanic,LEP,Yes,0,1185,no,Notapproach
912691,Carroll,T,Female,Hispanic,secondyear,No,0,1559,no,Meets
912691,Carroll,T,Female,Hispanic,secondyear,No,1,1733,no,Masters
912691,Carroll,T,Female,Hispanic,secondyear,No,2,1770,no,Masters
912833,OrangeGrove,C,Female,Afamerican,None,Yes,0,1159,no,Notapproach
912833,OrangeGrove,C,Female,Afamerican,None,Yes,1,1299,no,Notapproach
912833,OrangeGrove,C,Female,Afamerican,None,Yes,2,1330,no,Notapproach
913078,OrangeGrove,C,Female,Hispanic,LEP,No,0,1247,no,Notapproach
913078,Goodman,T,Female,Hispanic,LEP,No,2,1385,no,Notapproach
913698,Harris,C,Female,Hispanic,LEP,Yes,0,1208,no,Notapproach
913698,Harris,C,Female,Hispanic,LEP,Yes,1,1518,no,Approaches
913698,Harris,C,Female,Hispanic,LEP,Yes,2,1611,no,Approaches
914006,Carroll,T,Male,Hispanic,None,No,0,1454,no,Approaches
914006,Carroll,T,Male,Hispanic,None,No,1,1488,no,Approaches
914006,Carroll,T,Male,Hispanic,None,No,2,1594,no,Approaches
914019,Bussey,C,Female,Hispanic,LEP,Yes,0,1185,no,Notapproach
914019,Bussey,C,Female,Hispanic,LEP,Yes,1,1277,no,Notapproach
914019,Carroll,T,Female,Hispanic,LEP,Yes,2,1432,no,Notapproach
914554,Black,T,Female,Hispanic,LEP,No,0,1511,no,Meets
914554,Black,T,Female,Hispanic,LEP,No,1,1601,no,Meets
914554,Black,T,Female,Hispanic,LEP,No,2,1563,no,Approaches
914562,OrangeGrove,C,Female,Hispanic,LEP,No,0,1360,no,Approaches
914562,OrangeGrove,C,Female,Hispanic,LEP,No,1,1474,no,Approaches
914562,OrangeGrove,C,Female,Hispanic,LEP,No,2,1647,no,Meets
914575,Goodman,T,Male,Hispanic,LEP,Yes,0,1208,no,Notapproach
914575,Goodman,T,Male,Hispanic,LEP,Yes,1,1387,no,Notapproach
914575,Goodman,T,Male,Hispanic,LEP,Yes,2,1625,no,Meets
914773,Black,T,Female,Hispanic,LEP,No,0,1282,no,Notapproach
914773,Black,T,Female,Hispanic,LEP,No,1,1371,no,Notapproach
914773,Black,T,Female,Hispanic,LEP,No,2,1490,no,Notapproach
914905,OrangeGrove,C,Male,Hispanic,LEP,Yes,0,1247,no,Notapproach
914905,OrangeGrove,C,Male,Hispanic,LEP,Yes,1,1355,no,Notapproach
915125,Black,T,Male,Hispanic,firstyear,No,0,1533,no,Meets
915125,Black,T,Male,Hispanic,firstyear,No,1,1697,no,Masters
915125,Black,T,Male,Hispanic,firstyear,No,2,1647,no,Meets
915147,Black,T,Male,Hispanic,LEP,No,0,1282,no,Notapproach
915147,Black,T,Male,Hispanic,LEP,No,1,1387,no,Notapproach
915150,Carmichael,T,Male,Hispanic,secondyear,No,0,1421,no,Approaches
915150,Carmichael,T,Male,Hispanic,secondyear,No,1,1643,no,Meets
915150,Carmichael,T,Male,Hispanic,secondyear,No,2,1688,no,Meets
915154,Black,T,Female,Hispanic,firstyear,No,0,1314,no,Notapproach
915154,Black,T,Female,Hispanic,firstyear,No,1,1503,no,Approaches
915154,Black,T,Female,Hispanic,firstyear,No,2,1500,no,Approaches
915170,Black,T,Male,Hispanic,LEP,Yes,0,1185,no,Notapproach
915170,Black,T,Male,Hispanic,LEP,Yes,1,1387,no,Notapproach
915170,Black,T,Male,Hispanic,LEP,Yes,2,1283,no,Notapproach
915194,Goodman,T,Female,Afamerican,None,No,0,1454,no,Approaches
915194,Goodman,T,Female,Afamerican,None,No,1,1621,no,Meets
915226,Johnson,C,Male,Hispanic,LEP,No,2,1385,no,Notapproach
915299,Johnson,C,Male,Hispanic,LEP,No,0,1298,no,Notapproach
915299,Johnson,C,Male,Hispanic,LEP,No,1,1503,no,Approaches
915299,Johnson,C,Male,Hispanic,LEP,No,2,1594,no,Approaches
915321,Harris,C,Female,Afamerican,None,No,0,1472,no,Approaches
915321,Harris,C,Female,Afamerican,None,No,1,1589,no,Meets
915321,Harris,C,Female,Afamerican,None,No,2,1739,no,Masters
915390,Johnson,C,Male,Hispanic,LEP,No,0,1247,no,Notapproach
915394,Johnson,C,Male,Hispanic,None,No,0,1314,no,Notapproach
915394,Johnson,C,Male,Hispanic,None,No,1,1474,no,Approaches
915396,OrangeGrove,C,Female,Hispanic,LEP,No,0,1390,no,Approaches
915396,OrangeGrove,C,Female,Hispanic,LEP,No,1,1533,no,Approaches
915396,OrangeGrove,C,Female,Hispanic,LEP,No,2,1578,no,Approaches
915410,Johnson,C,Female,Hispanic,LEP,No,2,1447,no,Notapproach
915432,Harris,C,Male,Afamerican,None,No,0,1298,no,Notapproach
915453,OrangeGrove,C,Male,Hispanic,LEP,No,0,1298,no,Notapproach
915453,OrangeGrove,C,Male,Hispanic,LEP,No,1,1474,no,Approaches
915453,OrangeGrove,C,Male,Hispanic,LEP,No,2,1625,no,Meets
915458,Carroll,T,Female,Hispanic,LEP,No,0,1314,no,Notapproach
915469,Carroll,T,Female,Hispanic,LEP,No,2,1625,no,Meets
915487,Carroll,T,Male,Hispanic,LEP,No,0,1185,no,Notapproach
915487,Carroll,T,Male,Hispanic,LEP,No,1,1467,no,Approaches
915487,Carroll,T,Male,Hispanic,LEP,No,2,1417,no,Notapproach
915492,Carroll,T,Male,Hispanic,firstyear,No,0,1533,no,Meets
915492,Carroll,T,Male,Hispanic,firstyear,No,1,1518,no,Approaches
915493,Carroll,T,Female,Hispanic,LEP,No,0,1437,no,Approaches
915493,Carroll,T,Female,Hispanic,LEP,No,1,1488,no,Approaches
915495,Johnson,C,Male,Hispanic,LEP,No,0,1533,no,Meets
915495,Johnson,C,Male,Hispanic,LEP,No,1,1601,no,Meets
915495,Johnson,C,Male,Hispanic,LEP,No,2,1500,no,Approaches
915496,Carroll,T,Male,Hispanic,LEP,No,0,1405,no,Approaches
915496,Carroll,T,Male,Hispanic,LEP,No,1,1670,no,Masters
915496,Carroll,T,Male,Hispanic,LEP,No,2,1500,no,Approaches
915505,Carroll,T,Male,Hispanic,LEP,No,0,1486,no,Meets
915505,Carroll,T,Male,Hispanic,LEP,No,1,1589,no,Meets
915505,Carroll,T,Male,Hispanic,LEP,No,2,1667,no,Meets
915509,Carroll,T,Male,Hispanic,None,No,0,1421,no,Approaches
915509,Carroll,T,Male,Hispanic,None,No,1,1474,no,Approaches
915509,Carroll,T,Male,Hispanic,None,No,2,1594,no,Approaches
915530,Carroll,T,Female,Hispanic,LEP,No,0,1282,no,Notapproach
915530,Carroll,T,Female,Hispanic,LEP,No,1,1518,no,Approaches
915530,Carroll,T,Female,Hispanic,LEP,No,2,1519,no,Approaches
915543,Carroll,T,Female,Hispanic,secondyear,No,0,1375,no,Approaches
915543,Carroll,T,Female,Hispanic,secondyear,No,1,1446,no,Notapproach
915547,Carroll,T,Female,Hispanic,LEP,No,0,1375,no,Approaches
915547,Carroll,T,Female,Hispanic,LEP,No,1,1488,no,Approaches
915547,Carroll,T,Female,Hispanic,LEP,No,2,1548,no,Approaches
915553,Black,T,Female,Hispanic,LEP,Yes,1,1431,no,Notapproach
915553,Black,T,Female,Hispanic,LEP,Yes,2,1447,no,Notapproach
915560,Carroll,T,Male,Hispanic,None,No,0,1390,no,Approaches
915560,Carroll,T,Male,Hispanic,None,No,1,1387,no,Notapproach
915565,Carroll,T,Female,Hispanic,firstyear,No,0,1511,no,Meets
915565,Carroll,T,Female,Hispanic,firstyear,No,1,1549,no,Approaches
915565,Carroll,T,Female,Hispanic,firstyear,No,2,1611,no,Approaches
915569,Carroll,T,Female,White,None,No,0,1390,no,Approaches
915569,Carroll,T,Female,White,None,No,1,1518,no,Approaches
915569,Carroll,T,Female,White,None,No,2,1578,no,Approaches
915571,Carroll,T,Male,Hispanic,LEP,No,0,1265,no,Notapproach
915571,Carroll,T,Male,Hispanic,LEP,No,1,1431,no,Notapproach
915571,Carroll,T,Male,Hispanic,LEP,No,2,1519,no,Approaches
915576,Carroll,T,Male,Hispanic,LEP,No,0,1375,no,Approaches
915576,Carroll,T,Male,Hispanic,LEP,No,1,1319,no,Notapproach
915576,Carroll,T,Male,Hispanic,LEP,No,2,1548,no,Approaches
915582,Carroll,T,Female,Hispanic,None,No,0,1345,no,Notapproach
915584,Carroll,T,Female,Hispanic,LEP,No,0,1345,no,Notapproach
915584,Carroll,T,Female,Hispanic,LEP,No,1,1565,no,Approaches
915584,Carroll,T,Female,Hispanic,LEP,No,2,1594,no,Approaches
915589,Carroll,T,Female,Hispanic,secondyear,No,0,1625,no,Masters
915589,Carroll,T,Female,Hispanic,secondyear,No,1,1643,no,Meets
915595,Carroll,T,Female,Hispanic,LEP,No,0,1421,no,Approaches
915595,Carroll,T,Female,Hispanic,LEP,No,1,1621,no,Meets
915595,Carroll,T,Female,Hispanic,LEP,No,2,1625,no,Meets
915600,Carroll,T,Male,Hispanic,LEP,No,0,1559,no,Meets
915600,Carroll,T,Male,Hispanic,LEP,No,1,1643,no,Meets
915608,Carroll,T,Male,Hispanic,LEP,No,0,1559,no,Meets
915608,Carroll,T,Male,Hispanic,LEP,No,1,1503,no,Approaches
915610,Carroll,T,Male,Hispanic,LEP,No,0,1159,no,Notapproach
915610,Carroll,T,Male,Hispanic,LEP,No,1,1299,no,Notapproach
915610,Carroll,T,Male,Hispanic,LEP,No,2,1330,no,Notapproach
915611,Carroll,T,Female,Hispanic,LEP,No,0,1511,no,Meets
915611,Carroll,T,Female,Hispanic,LEP,No,1,1621,no,Meets
915611,Carroll,T,Female,Hispanic,LEP,No,2,1594,no,Approaches
915612,Carroll,T,Female,Hispanic,firstyear,No,0,1282,no,Notapproach
915612,Carroll,T,Female,Hispanic,firstyear,No,1,1621,no,Meets
915613,Carroll,T,Male,Hispanic,LEP,No,0,1533,no,Meets
915613,Carroll,T,Male,Hispanic,LEP,No,1,1601,no,Meets
915621,Carroll,T,Female,Hispanic,LEP,No,0,1360,no,Approaches
915621,Carroll,T,Female,Hispanic,LEP,No,1,1488,no,Approaches
915625,Carroll,T,Female,Hispanic,firstyear,No,0,1390,no,Approaches
915625,Carroll,T,Female,Hispanic,firstyear,No,1,1621,no,Meets
915625,Carroll,T,Female,Hispanic,firstyear,No,2,1647,no,Meets
915627,Carroll,T,Male,Hispanic,LEP,No,0,1486,no,Meets
915627,Carroll,T,Male,Hispanic,LEP,No,1,1488,no,Approaches
915627,Carroll,T,Male,Hispanic,LEP,No,2,1533,no,Approaches
915641,Carroll,T,Male,Hispanic,LEP,No,0,1486,no,Meets
915641,Carroll,T,Male,Hispanic,LEP,No,1,1533,no,Approaches
915641,Carroll,T,Male,Hispanic,LEP,No,2,1594,no,Approaches
915664,Johnson,C,Female,Hispanic,None,No,1,1533,no,Approaches
915671,OrangeGrove,C,Male,Hispanic,secondyear,No,0,1454,no,Approaches
915671,OrangeGrove,C,Male,Hispanic,secondyear,No,1,1518,no,Approaches
915678,Carroll,T,Female,Hispanic,LEP,No,0,1159,no,Notapproach
915678,Carroll,T,Female,Hispanic,LEP,No,1,1503,no,Approaches
915693,Harris,C,Female,Afamerican,None,No,0,1421,no,Approaches
915693,Harris,C,Female,Afamerican,None,No,1,1488,no,Approaches
915697,OrangeGrove,C,Male,Hispanic,None,No,0,1314,no,Notapproach
915697,OrangeGrove,C,Male,Hispanic,None,No,1,1670,no,Masters
915697,OrangeGrove,C,Male,Hispanic,None,No,2,1578,no,Approaches
915698,Harris,C,Female,Hispanic,None,No,0,1559,no,Meets
915722,Bussey,C,Female,Hispanic,secondyear,No,0,1625,no,Masters
915722,Bussey,C,Female,Hispanic,secondyear,No,1,1643,no,Meets
915722,Bussey,C,Female,Hispanic,secondyear,No,2,1647,no,Meets
915724,Johnson,C,Female,Hispanic,LEP,No,0,1375,no,Approaches
915724,Johnson,C,Female,Hispanic,LEP,No,1,1446,no,Notapproach
915724,Johnson,C,Female,Hispanic,LEP,No,2,1594,no,Approaches
915734,OrangeGrove,C,Male,Hispanic,LEP,No,0,1360,no,Approaches
915734,OrangeGrove,C,Male,Hispanic,LEP,No,1,1488,no,Approaches
915734,OrangeGrove,C,Male,Hispanic,LEP,No,2,1594,no,Approaches
915811,Black,T,Female,Hispanic,secondyear,No,0,1559,no,Meets
915811,Bussey,C,Female,Hispanic,secondyear,No,0,1559,no,Meets
915811,Black,T,Female,Hispanic,secondyear,No,1,1643,no,Meets
915811,Bussey,C,Female,Hispanic,secondyear,No,1,1643,no,Meets
915811,Black,T,Female,Hispanic,secondyear,No,2,1594,no,Approaches
915825,Carroll,T,Female,Hispanic,secondyear,No,0,1265,no,Notapproach
915825,Carroll,T,Female,Hispanic,secondyear,No,1,1431,no,Notapproach
915825,Carroll,T,Female,Hispanic,secondyear,No,2,1432,no,Notapproach
915828,Carroll,T,Female,Hispanic,LEP,Yes,0,1228,no,Notapproach
915828,Carroll,T,Female,Hispanic,LEP,Yes,1,1371,no,Notapproach
915828,Carroll,T,Female,Hispanic,LEP,Yes,2,1330,no,Notapproach
915857,Bussey,C,Female,Hispanic,LEP,No,0,1390,no,Approaches
915860,Carroll,T,Female,Hispanic,LEP,No,0,1596,no,Masters
915860,Carroll,T,Female,Hispanic,LEP,No,1,1549,no,Approaches
915860,Carroll,T,Female,Hispanic,LEP,No,2,1667,no,Meets
915864,Bussey,C,Male,Hispanic,LEP,No,0,1390,no,Approaches
915864,Bussey,C,Male,Hispanic,LEP,No,1,1474,no,Approaches
915864,Bussey,C,Male,Hispanic,LEP,No,2,1519,no,Approaches
915878,OrangeGrove,C,Female,Hispanic,LEP,No,0,1208,no,Notapproach
915878,OrangeGrove,C,Female,Hispanic,LEP,No,1,1417,no,Notapproach
915878,OrangeGrove,C,Female,Hispanic,LEP,No,2,1500,no,Approaches
915889,Johnson,C,Female,Hispanic,LEP,No,0,1375,no,Approaches
915889,Johnson,C,Female,Hispanic,LEP,No,1,1589,no,Meets
915889,Johnson,C,Female,Hispanic,LEP,No,2,1647,no,Meets
915896,Bussey,C,Female,Hispanic,LEP,No,0,1298,no,Notapproach
915896,Bussey,C,Female,Hispanic,LEP,No,1,1402,no,Notapproach
915921,Carroll,T,Female,Hispanic,secondyear,Yes,0,1755,no,Masters
915921,Carroll,T,Female,Hispanic,secondyear,Yes,2,1770,no,Masters
915959,OrangeGrove,C,Female,Hispanic,LEP,No,1,1533,no,Approaches
915964,Bussey,C,Female,Hispanic,LEP,No,1,1337,no,Notapproach
915985,Bussey,C,Female,Hispanic,LEP,No,0,1298,no,Notapproach
915985,Bussey,C,Female,Hispanic,LEP,No,1,1355,no,Notapproach
915985,Bussey,C,Female,Hispanic,LEP,No,2,1432,no,Notapproach
915993,Bussey,C,Male,Hispanic,LEP,No,0,1511,no,Meets
915993,Bussey,C,Male,Hispanic,LEP,No,1,1503,no,Approaches
915993,Bussey,C,Male,Hispanic,LEP,No,2,1578,no,Approaches
916000,OrangeGrove,C,Female,Hispanic,LEP,No,0,1375,no,Approaches
916000,OrangeGrove,C,Female,Hispanic,LEP,No,1,1621,no,Meets
916000,OrangeGrove,C,Female,Hispanic,LEP,No,2,1688,no,Meets
916025,Bussey,C,Female,Hispanic,LEP,No,0,1345,no,Notapproach
916025,Bussey,C,Female,Hispanic,LEP,No,1,1402,no,Notapproach
916063,Carmichael,T,Male,Hispanic,None,Yes,0,1282,no,Notapproach
916063,Carmichael,T,Male,Hispanic,None,Yes,1,1371,no,Notapproach
916063,Carmichael,T,Male,Hispanic,None,Yes,2,1476,no,Notapproach
916078,Carroll,T,Male,Hispanic,LEP,Yes,0,1247,no,Notapproach
916078,Carroll,T,Male,Hispanic,LEP,Yes,1,1337,no,Notapproach
916078,Carroll,T,Male,Hispanic,LEP,Yes,2,1432,no,Notapproach
916083,Harris,C,Female,Hispanic,LEP,No,0,1486,no,Meets
916083,Harris,C,Female,Hispanic,LEP,No,1,1474,no,Approaches
916105,Bussey,C,Male,Hispanic,LEP,No,0,1314,no,Notapproach
916111,Bussey,C,Female,Hispanic,firstyear,No,0,1421,no,Approaches
916134,OrangeGrove,C,Female,Hispanic,LEP,No,0,1247,no,Notapproach
916134,OrangeGrove,C,Female,Hispanic,LEP,No,1,1589,no,Meets
916144,Carmichael,T,Male,Hispanic,None,No,0,1282,no,Notapproach
916144,Carmichael,T,Male,Hispanic,None,No,1,1417,no,Notapproach
916144,Carmichael,T,Male,Hispanic,None,No,2,1500,no,Approaches
916163,Bussey,C,Male,Hispanic,LEP,No,0,1282,no,Notapproach
916205,Bussey,C,Female,Hispanic,LEP,No,0,1486,no,Meets
916211,Carroll,T,Female,Hispanic,LEP,No,0,1360,no,Approaches
916232,Bussey,C,Female,Hispanic,LEP,No,0,1360,no,Approaches
916266,Johnson,C,Female,Hispanic,LEP,No,1,1488,no,Approaches
916266,Johnson,C,Female,Hispanic,LEP,No,2,1500,no,Approaches
916267,Bussey,C,Male,Hispanic,None,No,0,1345,no,Notapproach
916267,Bussey,C,Male,Hispanic,None,No,1,1474,no,Approaches
916267,Bussey,C,Male,Hispanic,None,No,2,1500,no,Approaches
916303,Johnson,C,Male,Hispanic,LEP,No,0,1298,no,Notapproach
916303,Johnson,C,Male,Hispanic,LEP,No,1,1319,no,Notapproach
916308,Black,T,Female,Hispanic,None,No,0,1247,no,Notapproach
916308,Black,T,Female,Hispanic,None,No,1,1417,no,Notapproach
916308,Black,T,Female,Hispanic,None,No,2,1533,no,Approaches
916334,Bussey,C,Male,Hispanic,LEP,No,0,1625,no,Masters
916334,Bussey,C,Male,Hispanic,LEP,No,1,1533,no,Approaches
916334,Bussey,C,Male,Hispanic,LEP,No,2,1519,no,Approaches
916335,Bussey,C,Female,Hispanic,LEP,No,0,1405,no,Approaches
916335,Bussey,C,Female,Hispanic,LEP,No,1,1533,no,Approaches
916335,Bussey,C,Female,Hispanic,LEP,No,2,1625,no,Meets
916341,Carroll,T,Female,Hispanic,LEP,Yes,0,1228,no,Notapproach
916341,Carroll,T,Female,Hispanic,LEP,Yes,1,1299,no,Notapproach
916345,Bussey,C,Female,Hispanic,LEP,No,0,1511,no,Meets
916345,Bussey,C,Female,Hispanic,LEP,No,1,1474,no,Approaches
916345,Bussey,C,Female,Hispanic,LEP,No,2,1611,no,Approaches
916375,Black,T,Female,Hispanic,LEP,No,0,1298,no,Notapproach
916375,Black,T,Female,Hispanic,LEP,No,1,1467,no,Approaches
916375,Black,T,Female,Hispanic,LEP,No,2,1578,no,Approaches
916415,Goodman,T,Female,Hispanic,None,Yes,0,1314,no,Notapproach
916415,Goodman,T,Female,Hispanic,None,Yes,1,1643,no,Meets
916415,Goodman,T,Female,Hispanic,None,Yes,2,1724,no,Masters
916436,Carmichael,T,Male,Hispanic,LEP,Yes,0,1092,no,Notapproach
916436,Carmichael,T,Male,Hispanic,LEP,Yes,1,1371,no,Notapproach
916436,Carmichael,T,Male,Hispanic,LEP,Yes,2,1368,no,Notapproach
916438,Bussey,C,Male,Hispanic,LEP,No,0,1405,no,Approaches
916438,Bussey,C,Male,Hispanic,LEP,No,1,1446,no,Notapproach
916446,Black,T,Male,Hispanic,LEP,No,0,1390,no,Approaches
916446,Bussey,C,Male,Hispanic,LEP,No,0,1390,no,Approaches
916446,Black,T,Male,Hispanic,LEP,No,1,1503,no,Approaches
916446,Bussey,C,Male,Hispanic,LEP,No,1,1503,no,Approaches
916446,Black,T,Male,Hispanic,LEP,No,2,1611,no,Approaches
916507,Carmichael,T,Female,Hispanic,LEP,No,0,1330,no,Notapproach
916507,Carmichael,T,Female,Hispanic,LEP,No,1,1319,no,Notapproach
916507,Carmichael,T,Female,Hispanic,LEP,No,2,1519,no,Approaches
916510,Carmichael,T,Male,Hispanic,LEP,No,0,1247,no,Notapproach
916510,Carmichael,T,Male,Hispanic,LEP,No,1,1387,no,Notapproach
916510,Carmichael,T,Male,Hispanic,LEP,No,2,1385,no,Notapproach
916539,Carmichael,T,Male,Asian,firstyear,No,0,1486,no,Meets
916539,Carmichael,T,Male,Asian,firstyear,No,1,1670,no,Masters
916539,Carmichael,T,Male,Asian,firstyear,No,2,1667,no,Meets
916558,Bussey,C,Male,Hispanic,LEP,No,0,1486,no,Meets
916567,Carroll,T,Female,Hispanic,LEP,No,0,1405,no,Approaches
916567,Carroll,T,Female,Hispanic,LEP,No,1,1601,no,Meets
916567,Carroll,T,Female,Hispanic,LEP,No,2,1625,no,Meets
916607,Johnson,C,Female,Hispanic,LEP,No,0,1330,no,Notapproach
916607,Johnson,C,Female,Hispanic,LEP,No,1,1387,no,Notapproach
916609,Carroll,T,Male,Hispanic,None,No,0,1314,no,Notapproach
916609,Carroll,T,Male,Hispanic,None,No,1,1387,no,Notapproach
916629,Carmichael,T,Male,Hispanic,firstyear,No,0,1486,no,Meets
916629,Carmichael,T,Male,Hispanic,firstyear,No,1,1589,no,Meets
916629,Carmichael,T,Male,Hispanic,firstyear,No,2,1724,no,Masters
916653,Carroll,T,Male,Hispanic,LEP,No,0,1486,no,Meets
916653,Carroll,T,Male,Hispanic,LEP,No,1,1518,no,Approaches
916653,Carroll,T,Male,Hispanic,LEP,No,2,1611,no,Approaches
916678,Bussey,C,Male,Hispanic,LEP,No,0,1421,no,Approaches
916678,Bussey,C,Male,Hispanic,LEP,No,1,1474,no,Approaches
916714,OrangeGrove,C,Male,Hispanic,LEP,No,1,1601,no,Meets
916714,OrangeGrove,C,Male,Hispanic,LEP,No,2,1647,no,Meets
916720,Carroll,T,Male,Hispanic,LEP,Yes,0,1228,no,Notapproach
916720,Carroll,T,Male,Hispanic,LEP,Yes,1,1355,no,Notapproach
916737,Carroll,T,Female,Hispanic,LEP,No,1,1319,no,Notapproach
916737,Carroll,T,Female,Hispanic,LEP,No,2,1462,no,Notapproach
916772,Harris,C,Female,Hispanic,firstyear,No,0,1405,no,Approaches
916772,Harris,C,Female,Hispanic,firstyear,No,1,1621,no,Meets
916784,Black,T,Female,Hispanic,LEP,No,0,1208,no,Notapproach
916784,Black,T,Female,Hispanic,LEP,No,1,1474,no,Approaches
916784,Black,T,Female,Hispanic,LEP,No,2,1462,no,Notapproach
916835,Harris,C,Male,Hispanic,firstyear,No,0,1559,no,Meets
916835,Harris,C,Male,Hispanic,firstyear,No,1,1621,no,Meets
916835,Harris,C,Male,Hispanic,firstyear,No,2,1625,no,Meets
916849,Johnson,C,Male,Hispanic,LEP,No,2,1417,no,Notapproach
916859,Johnson,C,Female,Hispanic,LEP,No,0,1421,no,Approaches
916859,Johnson,C,Female,Hispanic,LEP,No,1,1488,no,Approaches
916859,Johnson,C,Female,Hispanic,LEP,No,2,1462,no,Notapproach
917051,Carmichael,T,Female,Hispanic,LEP,No,0,1208,no,Notapproach
917051,Carmichael,T,Female,Hispanic,LEP,No,1,1387,no,Notapproach
917086,Carmichael,T,Female,Hispanic,LEP,Yes,0,1314,no,Notapproach
917086,Carmichael,T,Female,Hispanic,LEP,Yes,1,1355,no,Notapproach
917086,Carmichael,T,Female,Hispanic,LEP,Yes,2,1308,no,Notapproach
917182,Carmichael,T,Male,Hispanic,LEP,No,0,1437,no,Approaches
917182,Carmichael,T,Male,Hispanic,LEP,No,1,1431,no,Notapproach
917182,Carmichael,T,Male,Hispanic,LEP,No,2,1578,no,Approaches
917196,Bussey,C,Male,Afamerican,None,No,2,1548,no,Approaches
917249,Johnson,C,Male,Hispanic,LEP,No,1,1387,no,Notapproach
917254,Johnson,C,Male,Hispanic,LEP,Yes,1,1277,no,Notapproach
917266,Johnson,C,Male,Hispanic,LEP,No,2,1385,no,Notapproach
917280,Johnson,C,Male,Hispanic,firstyear,No,2,1594,no,Approaches
917326,OrangeGrove,C,Female,Afamerican,None,No,0,1421,no,Approaches
917326,OrangeGrove,C,Female,Afamerican,None,No,1,1402,no,Notapproach
917327,OrangeGrove,C,Female,Hispanic,None,No,0,1247,no,Notapproach
917327,OrangeGrove,C,Female,Hispanic,None,No,1,1371,no,Notapproach
917332,Carmichael,T,Female,Hispanic,None,No,0,1247,no,Notapproach
917332,Carmichael,T,Female,Hispanic,None,No,1,1337,no,Notapproach
